sitio_noticias,fecha,seccion,titular,cuerpo,url
La Razón,2026-07-08,Columnistas,La campana de Huesca que muchos quisieran que retumbe en Bolivia,"Cuenta la leyenda – en la historia monárquica de España – que cuando Ramiro II de Aragón, apodado “El Monje”, asumió el liderazgo de la corona tras la muerte de su hermano Alfonso I – quien no tuvo descendencia -, pidió concejo a un abad de un convento en el que había vivido recluido muchos años, para saber qué decisión tomar con la nobleza de la época que lo veía como débil e incapaz de tomar las armas para proteger el reinado de posibles invasiones.

Una vez que el mensajero llegó al monasterio, el diligenciero fue llevado por su máxima autoridad a un campo de coles y con una hoz, el presbítero cortó las cabezas de un solo golpe a las hortalizas. No hubo nada más que decir. El mensajero retornó con el consejo y le contó al Rey lo que había visto.

De inmediato, Ramiro II convocó uno a uno a los nobles rebeldes a sus aposentos; y cuando ya hubo ejecutado la orden con la gran mayoría de los inconformes, el Rey invitó a los sobrantes nobles a una reunión bajo la campana de Huesca. Grande fue la sorpresa, pánico y asco de los nobles al ver por los suelos, un montón de cabezas decapitadas de aquellos que osaron contradecir al Rey. Todos agacharon cabezas y pidieron perdón a su majestad. Prometieron lealtad y así evitaron tamaño castigo.

Este episodio político fue inmortalizado por el pintor José Casado del Alisal en 1880 en una obra de un tamaño enorme por sus dimensiones: 4,74 metros de largo por 3,56 de alto. Imponente. Hoy se luce en el Salón de los Pasos perdidos del Palacio del Senado de España.

Esta violencia política reflejada en una obra pictórica cobra fuerza en estos contextos tan volátiles y caóticos donde las sociedades buscan y demandan a sus gobernantes mano dura contra los “díscolos” para retomar el control de un país, bajo un anhelo de vivir tiempos de paz social, sin importar el coste que implique este reordenamiento.

Creemos que la violencia – más fuerte y descerrajada, por supuesto – es la solución a todos los problemas. En términos de ciencia política se llama totalitarismo. Un sistema que aplasta cualquier derecho humano con tal de prometer orden y que muchas de las veces están arropadas por un grupo de elite privilegiada que encuentra en esos gobiernos desaforados, una infinidad de beneficios económicos. Trump y sus tecnócratas altamente peligrosos. Bukele y sus cárceles corporativas; Netanyahu y sus brutales ataques en el oriente medio y otra recua de matones petisos que pasarán a la historia como lo que son: unos mafiosos y asesinos.

Para los historiadores el cuadro representa el triunfo del poder monárquico centralizado sobre la descentralización feudal, cuyo poder fáctico y económico, pone en riesgo la monarquía. Simboliza el hecho de que quien osa desafiar al Estado o al líder de turno, pagará con su cabeza su sedición.

La matanza de nobles de la leyenda de la Campana de Huesca frente a nuestra actual enrevesada política nacional es una parábola con inquietantes paralelismos, a pesar de haber ocurrido hace más de ocho siglos y en otro continente.

Tras 53 días de bloqueos radicalizados por un grupo cuasi delincuencial, la justicia ya inició investigaciones y procederá, como debería ser, con los juicios y, seguramente, con las condenas que, en derecho, deben ejecutarse a rajatabla. Firmeza en derecho y con derecho.

Los bolivianos – por lo menos aquellos que no compartimos prácticas inconstitucionales e ilegales azuzadas por violentos – estamos atentos a estas aprehensiones y enjuiciamientos, ya que deberían ser un antes y un después que permita erradicar de cuajo, la cultura de los bloqueos.

Los discursos de odio, de todos lados, sólo provocan que, de manera irracional, se promueva y defienda la posibilidad de que se aplique esos descabezamientos de todas las “coles podridas” de un solo golpe y se califique a quienes están en desacuerdo con esa medida extrema, como traidores o débiles.

Nadie, en su sano juicio, defiende a estos delincuentes que durante más de 20 años judicializaron la política y persiguieron a cristianos y a moros. Su debido proceso debe ser realizado con tal pulcritud que sea un hito histórico político, legal y social, para que nadie pueda observarlos o, peor aún, intente “torcerlos” para justificar nuevos bloqueos o una victimización inexistente.

La justicia tiene la posibilidad de saldar una deuda histórica frente a quienes hicieron del bloqueo una práctica inhumana e intentaron – todavía lo hacen – justificarla por todos los medios. No es la hoz la que debe primar, sino el pleno derecho. Debemos marcar un hito político en Bolivia. Llevarlos a la justicia y procesarlos. De lo contrario, estaremos en manos de esos seis fornidos bajo el poder del Rey que arrastraban a cada noble apresado y atolondrado a un lúgubre sótano, donde, sin tiempo a encomendarse, pasaban a mejor vida, al rodar su cabeza por los suelos. Es la justicia o la barbarie de la guadaña.",https://larazon.bo/opinion/columnistas/2026/07/08/la-campana-de-huesca-que-muchos-quisieran-que-retumbe-en-bolivia/
La Razón,2026-07-08,Voces,Perú y la transición fujimorista,"Hace bien la presidenta Fujimori cuando marca posición respecto a la condición de “transición” que define esta primera etapa de gobierno, donde tendrán que evaluar en qué situación reciben el aparato de Estado.

Tres serán los ejes que, tras definir esta línea de base, priorizaría el gobierno electo este 28 de julio: 1.- Atender con inmediatez la prevención de los impactos que tendrá la nueva temporada del fenómeno El Niño; 2.- Iniciar reformas de segunda generación que mejoren estándares de calidad en sectores sociales claves como Vivienda, Salud y Educación; y 3.- Relanzar la economía peruana en sectores estratégicos como Construcción de Gran Infraestructura, Minería, Agroindustria y Turismo.

Lograrlo requiere recuperar la institucionalidad perdida por la Presidencia de la República los últimos 15 años y reestablecer el orden interno para neutralizar el crimen organizado. Nunca más el “Estado ausente” debe ser un dato recurrente en la narrativa de nuestra coyuntura.

Lograrlo requiere resolver con inteligencia dos grandes frentes de negociación. Uno es elegir un primer gabinete ministerial que reúna fuerzas políticas con reconocida base social, representación empresarial de avanzada y control social. Otro es definir las Mesas Directivas en Senado y Cámara de Diputados, con votaciones que resuelvan el impase que hoy enfrentan bancadas pro-mercado que priorizan la generación de riqueza con bancadas pro-distribución de riqueza que priorizan intervención estatal para regular más la actividad económica formal.

El premier elegido tendrá que ser uno con claro perfil político y no solo tecnocrático. Trascendidos de la última semana indican que este encargo recaería en su primer vicepresidente, Luis Galarreta. En simultáneo, su segundo vicepresidente, Miguel Torres, tendría ya dos encargos: supervisar comisiones de transferencia con la conducción operativa del jefe de plan de gobierno, Marco Vinelli; y negociar con las bancadas quién presidirá las nuevas Mesas Directivas del Poder Legislativo. El reto es respaldar el Plan de Emergencia que se anunciaría como medidas inmediatas para los primeros 100 días.

Otras polémicas reformas que podrían sumarse buscando adhesión en las distintas fuerzas políticas serían la reforma electoral y la reforma del sistema de Justicia. El reto sería no repetir los papelones electorales que venimos dando al mundo, ni el uso y abuso de la Justicia como herramienta de persecución política.

Un frente clave será el Internacional, donde Fujimori tiene mucho espacio para cosecha personal. Podría convertirse, incluso, en el refuerzo que su legitimidad gubernamental requiere en la región, considerando que los países vecinos vienen dando un giro hacia economías de mercado, donde la generación de riqueza es la base sobre la cual se sostienen políticas de inclusión social y distribución de riqueza.

En esta perspectiva, Bolivia, Ecuador, Colombia, Chile y Argentina estarían encaminados en una hoja de ruta similar al plan de gobierno que Fuerza Popular tiene para el Perú. Fujimori tiene el reto de leer bien esas hojas de ruta y renovar nuestra relación con los países vecinos, para fortalecer un trabajo conjunto como bloque socio económico, que tenga muy claro quién es el verdadero enemigo de nuestro futuro: las economías ilegales. No podemos tolerar más que éstas liberen territorios y establecen reglas de juego propias que van en contra de nuestra condición de Estados-Nación.

El reto de las nuevas autoridades es sacrificar posiciones duras y extremas para iniciar un período de estabilidad política que redefina nuestra Agenda País, una que sí podamos hacer realidad. Son tiempos de diálogo y concertación, y será esta dura negociación que se viene dando hoy la partera del futuro gabinete y de las decisiones que tomará el nuevo gobierno para retomar el rumbo del progreso.",https://larazon.bo/voces/2026/07/08/peru-y-la-transicion-fujimorista/
La Razón,2026-07-08,"Fútbol profesional boliviano, Marcas",GV San José (3-2) Tomayapo; el fútbol boliviano está de regreso,"Después de casi 40 días de interrupción debido a los conflictos sociales, paros y bloqueos registrados en distintas regiones del país, el fútbol profesional boliviano volvió en Oruro, donde GV San José derrotó por 3-2 a Real Tomayapo.

El conjunto orureño celebró el regreso de la Liga de la División Profesional con una victoria trabajada ante el cuadro tarijeño, en un partido cargado de emociones y goles que marcó el reinicio oficial del campeonato nacional.

Los tantos del equipo santo fueron convertidos por Joaquín Lencinas, Ronaldo Monteiro y Jhoni Ramallo, quienes permitieron al representativo de Oruro sumar tres importantes unidades en casa.

Por su parte, Ramiro Egüez y Ronald Cuéllar descontaron para Real Tomayapo, que peleó hasta el final, aunque no pudo evitar la derrota en su visita a territorio orureño.

La reanudación del torneo era esperada tanto por los clubes como por los aficionados, luego de una extensa paralización provocada por los conflictos y bloqueos que afectaron el normal desarrollo de las actividades deportivas y el calendario del campeonato.

Con el retorno del fútbol profesional, la Federación Boliviana de Fútbol y los clubes esperan recuperar el ritmo competitivo y ponerse al día con las fechas pendientes del certamen, que deberá afrontar un calendario apretado durante las próximas semanas.

El primer paso ya se dio en Oruro. Tras más de un mes de incertidumbre y suspensión de actividades, el balón volvió a rodar en Bolivia y el fútbol recuperó, al menos por una noche, el protagonismo en el país.

REPROGRAMADOS

Miércoles 8 de julio de 2026

Jueves 9 de julio de 2026

Domingo 12 de julio de 2026

Martes 14 de julio de 2026

Martes 14 de julio de 2026

Miércoles 15 de julio de 2026

Jueves 16 de julio de 2026",https://larazon.bo/marcas/2026/07/08/gv-san-jose-3-2-tomayapo-el-futbol-boliviano-esta-de-regreso/
La Razón,2026-07-08,"Marcas, Mundial 2026",Ocho selecciones en busca de la gloria en el Mundial 2026,"Con el campeón del mundo, Argentina, y el vice, Francia, en carrera, el Mundial de Norteamérica 2026 se redujo el martes a solo ocho equipos que van por la gloria y levantarán el trofeo el 19 de julio en el MetLife Stadium, en East Rutherford, Nueva Jersey.

La imponente Francia ha estado a la altura de su condición de favorito al título, arrasando en la fase de grupos, goleando 3-0 en dieciseisavos a Suecia y superando por la mínima (1-0) a Paraguay en octavos de final.

Cuesta imaginar a algún equipo capaz de frenar al conjunto de Didier Deschamps, dado el lujo de opciones que tiene en ataque, con Kylian Mbappé, Ousmane Dembélé, Bradley Barcola, que le ha quitado el puesto al también talentoso Desiré Doué, y el fenomenal creativo Michael Olise.

Pero el invicto Marruecos no se verá intimidado por enfrentarse a la actual vicecampeona del mundo, tras eliminar a Países Bajos en la tanda de penales y luego aplastar 3-0 a la coanfitriona Canadá en octavos.

La selección norafricana llegará con sed de revancha a Foxborough, vecina a Boston, después de haber perdido ante Francia en semifinales en el Mundial de Catar 2022.

Los Leones del Atlas hicieron historia al convertirse en el primer equipo africano en alcanzar las semifinales hace cuatro años y estarán deseosos de igualar aquella hazaña.

Tras vencer 1-0 a Portugal el lunes en octavos de final, y de paso despedir a Cristiano Ronaldo de los Mundiales, España se convirtió en el primer equipo en la historia del torneo en encadenar seis partidos consecutivos de Copa del Mundo sin sufrir goles.

Los campeones de Europa de Luis de la Fuente no siempre levantan pasiones, pero son extraordinariamente eficaces y se sienten muy cómodos con el balón.

La estrella juvenil del Barcelona Lamine Yamal solo ha marcado una vez en cinco partidos, pero el 9 Mikel Oyarzabal suma cuatro tantos, incluidos dos en la victoria por 3-0 contra Austria en dieciseisavos de final.

Bélgica llega al duelo el viernes en el SoFi Stadium de Los Ángeles tras un contundente 4-1 sobre el local Estados Unidos. Ese triunfo se produjo después de remontar un 2-0 en contra en dieciseisavos para derrotar 3-2 a Senegal en la prórroga.

Esta Copa del Mundo probablemente será el último gran capítulo para los supervivientes de la Generación Dorada belga, entre ellos Kevin De Bruyne y Romelu Lukaku, que estarán desesperados por despedirse por todo lo alto.

Los defensas ingleses están acostumbrados a enfrentarse al artillero noruego Erling Haaland en la Premier League, pero otra cosa es ver si serán capaces de contenerlo.

El equipo de Thomas Tuchel llegó a Estados Unidos entre los favoritos para conquistar el torneo por solo segunda vez en su historia, sesenta años más tarde de ganarlo de local en Inglaterra 1966.

El capitán Harry Kane y Jude Bellingham han sido los jugadores más destacados hasta ahora, autores de 10 de los 11 goles del equipo, incluidos los tres en una vibrante victoria por 3-2 frente a México en el estadio Azteca, a 2.240 metros de altitud, en octavos de final el domingo.

Inglaterra, que jugó con 10 hombres por más de media hora, tuvo que emplearse a fondo para doblegar al Tri en una victoria que le dará confianza de cara a su choque contra Noruega.

Pero se medirá el sábado en Miami a un equipo liderado por el incontenible Haaland, que ya suma siete goles en su persecución de la Bota de Oro.

El jugador del Manchester City ha visto puerta en cada uno de sus últimos 14 partidos oficiales con Noruega —27 goles en total— y está llamado a crear problemas para la endeble defensa inglesa.

La Argentina de Lionel Messi ha superado dos sustos monumentales para citarse con Suiza en cuartos de final.

La campeona vigente se vio obligada a disputar la prórroga ante la debutante Cabo Verde antes de imponerse 3-2 en dieciseisavos.

Este martes, en octavos, parecía estar contra las cuerdas cuando perdía 2-0 frente a Egipto, antes de protagonizar una remontada asombrosa, con Messi en el centro de la acción, para terminar ganando 3-2 con un gol de Enzo Fernández en los descuentos.

El seleccionador Lionel Scaloni sabe que su equipo no puede seguir tentando a la suerte mientras persigue su cuarto título mundial, pero también ha demostrado que nunca se le puede dar por vencido.

Ahora se mide el sábado a Suiza en Kansas City, que derrotó a Colombia en la tanda de penales 4-3 en Vancouver tras empate sin goles este martes en el cierre de los octavos de final.

Los suizos, que alcanzan los cuartos de final por primera vez desde que fueron anfitriones del torneo en 1954, son un conjunto bien organizado y probablemente difícil de desarmar.

(08/07/2026)",https://larazon.bo/marcas/2026/07/08/ocho-selecciones-en-busca-de-la-gloria-en-el-mundial-2026/
La Razón,2026-07-08,Economía y Empresa,Bolivia y Reino Unido impulsan alianza en financiamiento verde y acción climática,"Bolivia y el Reino Unido acordaron fortalecer la cooperación en materia de bosques, clima y financiamiento verde durante una reunión bilateral entre el ministro de Planificación del Desarrollo y Medio Ambiente , Fernando Romero, y la ministra de Cambio Climático y Energía de ese país, Katie White.

El encuentro, desarrollado en Kew Gardens (Jardín Botánico Real), permitió avanzar en la construcción de una alianza estratégica orientada a movilizar inversión pública y privada para la conservación de bosques.

Asimismo, apuntan a cooperación en la transición energética y la adaptación al cambio climático, posicionando a Bolivia como un socio relevante en la agenda climática británica y del sistema financiero internacional.

Como resultado del encuentro, se propuso avanzar en la creación de un grupo de trabajo bilateral sobre finanzas verdes y conservación de la naturaleza, que involucre tanto a entidades gubernamentales como al sector financiero, con el fin de diseñar instrumentos innovadores que impulsen inversiones sostenibles en Bolivia.

Según un reporte institucional, durante la reunión Bolivia destacó el valor de sus ecosistemas amazónicos, chiquitanos y chaqueños como activos clave para la estabilidad climática global, subrayando la necesidad de impulsar mecanismos innovadores de financiamiento que permitan su conservación sostenible.

Lea más: Defensoría exige acciones preventivas para evitar una nueva crisis de incendios forestales

En este marco, se reconoció el liderazgo del Reino Unido en finanzas verdes, así como su capacidad para movilizar recursos a través de la City de Londres.

Las autoridades coincidieron en la importancia de fortalecer la cooperación en financiamiento climático, explorando la creación de un mecanismo bilateral que permita canalizar inversiones hacia proyectos bolivianos de conservación de bosques, restauración de ecosistemas, energías renovables y economía circular.

Además, se abordaron oportunidades de colaboración en transición energética y metas de neutralidad de carbono (Net Zero).

En ese contexto, Bolivia compartió sus avances en generación de energías renovables, mientras que el Reino Unido expuso su experiencia en políticas de descarbonización, electrificación y movilización de capital privado para acelerar la transición energética.

En materia de clima, ambas partes destacaron la relevancia de la reducción de emisiones de metano, considerada una de las estrategias más efectivas para enfrentar el calentamiento global en el corto plazo. Se identificaron áreas de cooperación técnica en medición, monitoreo y mitigación de emisiones en sectores como agricultura, residuos y quema de biomasa.

Otro eje prioritario se centró en la resiliencia frente a incendios forestales, donde Bolivia presentó los avances de su Plan Nacional de Prevención de Incendios, basado en sistemas de alerta temprana y brigadas comunitarias. En este ámbito, se exploran posibilidades de apoyo tecnológico y financiero, incluyendo el uso de monitoreo satelital e inteligencia artificial.

Ambos países manifestaron su compromiso de fortalecer la cooperación internacional frente al cambio climático, promoviendo soluciones que combinan conservación ambiental, desarrollo sostenible y oportunidades económicas.",https://larazon.bo/economia-y-empresa/2026/07/08/bolivia-y-reino-unido-impulsan-alianza-en-financiamiento-verde-y-accion-climatica/
La Razón,2026-07-08,"Marcas, Mundial 2026",El Mundial se da una tregua antes de afrontar fase decisiva,"El 11 de junio comenzó el torneo 64 equipos, el doble que en la edición precedente en Catar, y ya se han disputado 96 de los 104 partidos previstos en competición, para dejar el número de supervivientes en ocho.

Entre ellos ya no están ni los tres anfitriones (Estados Unidos, México y Canadá, eliminados en octavos), ni campeones del mundo como Brasil, Alemania y Uruguay, ni otros equipos que habían llegado con pretensiones de llegar lejos, como Países Bajos y Portugal.

Sí continúa la gran favorita al título, Francia, que causó gran impresión con su potente delantera, aunque le tocó sufrir en octavos para eliminar a una batalladora Paraguay. 1-0, de penal y gracias.

También ha llegado a cuartos la campeona argentina, que mantiene así las opciones de convertirse en la primera selección que revalida el título tas hacerlo el Brasil de Pelé en 1958 y 1962.

Si la remontada en la prórroga contra Cabo Verde en dieciseisavos tuvo menos épica por lo modesto del rival, la de octavos frente a Egipto fue milagrosa: Argentina perdía 2-0 a falta de once minutos para el tiempo reglamentado y acabó ganando por 3-2.

La Albiceleste ha llegado hasta aquí gracias en gran parte al genio de Lionel Messi, que a sus 39 años, sigue siendo el líder absoluto del equipo y ha marcado 8 goles en lo que va de torneo, convirtiéndose de paso en el máximo goleador de la historia del torneo con 21 tantos.

Muy lejos queda ya la cifra de 16 goles del alemán Miroslav Klose, que era el líder del goleo en Mundiales antes de que echara a rodar el balón en el Azteca el 11 de junio.

Al alemán le ha superado también un Kylian Mbappé que lidera la temible ofensiva Bleu y que ha marcado un gol menos que Messi en esta edición y 19 en total, aunque mucho más joven (27 años), pocos dudan que el francés acabará superando al argentino, sino ahora en el futuro.

La lucha por la Bota de Oro se ha convertido en uno de los grandes atractivos del torneo. En la pugna, junto a Messi y Mbappé, está Erling Haaland, que con 7 goles ha llevado a Noruega a los cuartos, Harry Kane suma 6 con Inglaterra y tampoco se puede olvidar a Jude Bellingham, Ousmane Dembélé y Mikel Oyarzabal, todos con cuatro tantos y que siguen en el torneo.

«Son como tiburones. Huelen la sangre y marcan», resumió el seleccionador inglés Thomas Tuchel para referirse a esta pelea.

El récord de goles en una sola edición, los 13 anotados por el francés Just Fontaine en 1958, podría estar en peligro de aquí al final del torneo.

De los equipos que llegaron a Norteamérica con el cartel de favorito, también sigue a España, que ha ido de menos a más en el torneo hasta eliminar en octavos a Portugal y despedir a Cristiano Ronaldo en su mejor partido hasta el momento.

E Inglaterra, que con los goles de sus dos grandes estrellas, Kane y Bellingham, volverá a pelear por un título que se le resiste desde 1966.

A priori, estos cuatro equipos (Argentina e Inglaterra por un lado y Francia y España por el otro) deberían disputar las semifinales, pero el fútbol ha cambiado y cada vez es más frecuente ver a equipos con menos pedigrí llegar lejos en los torneos.

De los otros cuartofinalistas, sólo Marruecos y Bélgica (rivales de Francia y España respectivamente) han llegado a jugar una semifinal mundialista, mientras que Suiza no llegaba a esta instancia desde la edición que organizó en 1954 y Noruega nunca había pasado de octavos.

Seis europeos, un africano y un sólo representante del otro pujante fútbol sudamericano se enfrentarán a partir del jueves por ver quién disputará la final en el MetLife Stadium, en las afueras de Nueva York, el 19 de julio.

(08/07/2026)",https://larazon.bo/marcas/2026/07/08/el-mundial-se-da-una-tregua-antes-de-afrontar-fase-decisiva/
La Razón,2026-07-08,"Marcas, Mundial 2026",Egipto pide exclusión del árbitro que le tocó contra Argentina,"A través de su presidente Hany About Rida, la Federación pidió a la FIFA que se abra una investigación sobre Letexier «tras los errores de arbitraje flagrantes cometidos por el equipo de arbitraje ya la aplicación de un doble rasero, lo que llevó a la derrota de la selección egipcia», indicó la institución en un comunicado.

El dirigente pidió que el árbitro central, sus asistentes y los árbitros del VAR no dirijan más encuentros en el Mundial «luego de una investigación sobre esos errores y la confirmación de un acto de discriminación hacia Egipto».

Lamenta en especial «el obstinado rechazo» del árbitro central a «revisar ciertas acciones», que en opinión del patrón del fútbol egipcio habrían debido traducirse en «un gol válido y un penal» para los Faraones.

En el encuentro, François Letexier anuló un gol del egipcio Mostafa Zico al inicio de la segunda mitad, tras la intervención del VAR debido a una falta en el inicio de la acción.

Egipto considera igualmente que debería haber sido compensado con un penal en el tiempo adicional por un agarrón en la camiseta de Hamdy Fathy y por un contacto entre Julián Álvarez y Mohamed Salah en el área argentina, justo antes del tercer tanto Albiceleste.

Al término del partido, el seleccionador de Egipto Hossam Hassan lamentó un arbitraje «ni justo ni equitativo».

«Parece ser que desde la selección argentina se ha ejercido presión sobre el árbitro. Éste ha sido el resultado», protestó el seleccionador.

(08/07/2026)",https://larazon.bo/marcas/2026/07/08/egipto-pide-exclusion-del-arbitro-que-le-toco-contra-argentina/
La Razón,2026-07-08,"Marcas, Mundial 2026","Argentina ‘no es invencible’, dice el DT de Suiza, rival en cuartos","Los helvéticos vencieron este martes a Colombia en tanda de penales 4-3 en Vancouver, Canadá, y disputarán el sábado en Kansas City un pase a semifinales ante la Albiceleste de Leonel Messi.

«Ahora jugaremos contra el campeón vigente. Esta es una oportunidad única para nosotros. Sin embargo, se pudo ver que Argentina no es invencible. Creo que hemos trabajado muy duro y ahora tenemos esta oportunidad», comentó Yakin en rueda de prensa.

«Este va a ser un partido muy interesante. Desde el punto de vista táctico, intentaremos competir contra el campeón vigente. Y esto va a ser increíble», pareció.

Argentina necesitó tiempo suplementario para duplicar 3-2 a la sorprendente Cabo Verde den dieciseisavos de final y este martes protagonizó una remontada épica ante Egipto, al que venció también por 3-2, para llegar a cuartos.

«Es un sueño. Argentina nos espera. Tenemos las cualidades en la cancha, y creo que hoy se pudo comprobar. La madurez de nuestros jugadores, la calidad de los jugadores. Creo que podemos lograr grandes cosas con este equipo», comentó Yakin.

Para el lateral izquierdo Ricardo Rodríguez, «Argentina es un equipazo, con jugadores muy fuertes y un buen entrenador», y «tienen al mejor», dijo, en alusión a Messi.

(08/07/2026)",https://larazon.bo/marcas/2026/07/08/argentina-no-es-invencible-dice-el-dt-de-suiza-rival-en-cuartos/
La Razón,2026-07-08,Economía y Empresa,"Bolivia atraviesa una ‘pre-crisis energética’, advierte el gerente del IBCE","El gerente del Instituto Boliviano de Comercio Exterior (IBCE), Gary Rodríguez, advirtió que el país atraviesa una pre-crisis energética marcada por el costo de sostener la importación y subsidio de carburantes, que se refleja en la irregular llegada y abastecimiento de combustibles.

Asimismo, considera que es urgente sincerar el sector hidrocarburífero del país y replantear el modelo energético con nuevas normativas enmarcadas en mayor inversión.

“Hoy día vemos que hay una situación de pre-crisis energética, donde estamos sacrificando las Reservas Internacionales netas del país para comprar caro y subvencionar un producto que además no está abasteciéndose con normalidad”, advirtió Rodríguez en Unitel.

En ese contexto, explicó que el problema no es solo el abastecimiento de diésel y gasolina, sino el riesgo de la capacidad del país para seguir generando divisas mediante la exportación de gas natural.

Según cifras del Instituto Nacional de Estadística (INE), entre enero y mayo la exportación de gas reportó una caída en valor de $us 187,5 millones al pasar de $us 471 millones en similar periodo del 2025 a $us 284 millones en este año.

Lea más: CBHE alerta que la caída del gas pone en riesgo el GLP, GNV y la generación eléctrica

“Está la amenaza de que tengamos, a corto o mediano plazo, dejar de exportar el gas natural para garantizar la provisión interna y eso significa sacrificar una vez más las divisas por exportación”, explicó Rodríguez.

El economista consideró que la salida a esta crisis pasa por adecuar las normativas para traer nuevas inversiones que permitan recuperar la producción nacional.

Planteó nuevas leyes de inversión, de hidrocarburos y de energía que incentiven la participación de capital extranjero.

Similar panorama planteó el martes Iver Bon Borries, director ejecutivo de la Cámara Boliviana de Hidrocarburos y Energía (CBHE), quien dijo que la

declinación de los campos gasíferos y la falta de nuevas inversiones ponen a Bolivia frente a un escenario inédito: la posibilidad de importar gas natural para cubrir la demanda interna.

Explicó que las empresas del sector no han retomado inversiones significativas debido a la incertidumbre sobre las condiciones de seguridad jurídica y económicas para operar en el país.",https://larazon.bo/economia-y-empresa/2026/07/08/gerente-del-ibce-advierte-que-el-pais-atraviesa-una-pre-crisis-energetica/
La Razón,2026-07-08,Nacional,"Vehículos con reporte robo no podrán ser nacionalizados, advierte Diprove","Ante el anuncio de un proyecto de ley para la nacionalización de autos indocumentados, la Dirección de Prevención e Investigación de Robo de Vehículos (Diprove) advirtió que los vehículos con reporte de robo nacional o internacional no podrán ser nacionalizados.

El director de Diprove, coronel Edson Rojas, informó que, tras conocer de la iniciativa, la institución reforzó los controles y operativos en carreteras y ciudades capitales para evitar el ingreso ilegal de motorizados.

En criterio de Rojas, los llamados chuteros intentan aprovechar esta posibilidad e introducir más vehículos ilegalmente al país.

Sin embargo, advirtió que “no se va a poder nacionalizar ningún vehículo que tenga un reporte de robo internacional o nacional”.

«Hay que realizar una inspección, una verificación pericial en estos vehículos y ningún vehículo que tenga reporte de robo internacional o robo dentro de nuestro país va a poder nacionalizarse», remarcó.

Asimismo, explicó que la verificación se realizará mediante el número de chasis y el número VIN, los cuales identifican de forma única a cada motorizado. «Este número de chasis y número de VIN es como una identificación personal; es como una huella digital que tiene una persona. No van a existir dos vehículos similares que tengan el mismo número», indicó.

Lea más: Diputado chileno advierte de más robos por anuncio de legalización de chutos

Además, alertó que hay organizaciones delictivas que “amolan y borran los números de chasis” con el afán de engañar a ocasionales compradores.

Sin embargo, dijo que los vehículos que tengan raspaduras o cambios en el número de chasis no podrán nacionalizarse.

El director de Diprove reconoció que el control del ingreso de vehículos indocumentados se dificulta por la existencia de pasos ilegales en las fronteras.

Respecto a los vehículos con reporte de robo internacional, la autoridad indicó que se recuperarán y devolverán a sus países de origen conforme a los protocolos vigentes.

El Proyecto de Ley 494/2025-2026, presentado por el diputado Reinaldo Seas, plantea abrir un proceso extraordinario, único e improrrogable para regularizar vehículos indocumentados que ya se encuentren en territorio boliviano al momento de la entrada en vigencia de la norma.

La iniciativa establece que los propietarios que cumplan los requisitos podrán obtener la placa de circulación, el registro en el Registro Único para la Administración Tributaria Municipal (RUAT) y la documentación que permita la circulación legal del motorizado.

El proyecto de ley generó diversas reacciones, unos a favor y otros en contra.",https://larazon.bo/nacional/2026/07/08/vehiculos-con-reporte-robo-no-podran-ser-nacionalizados-advierte-diprove/
